,misc_price,launch_announced,display_size,has_oled_display,has_memory_card_slot,has_stereo_speakers,has_3.5mm_jack,has_wlan_5ghz,has_nfc,network_technology,battery,has_wireless_charging,is_waterproof,oem_model,display_width,display_height,memory_rom_gb,memory_ram_gb,main_camera_resolution,num_main_camera,selfie_camera_resolution,num_selfie_camera
275,140.0,2019.0,6.3,0,1,0,1,1,0,4G,4000.0,0,1,Xiaomi Redmi Note 7S,1080.0,2340.0,32.0,3.0,48.0,2.0,13.0,1.0
752,250.0,2014.0,5.0,0,1,1,1,1,1,4G,2700.0,0,1,HTC Butterfly 2,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
1230,250.0,2015.0,5.0,1,1,0,1,0,0,4G,2320.0,0,0,Oppo R7 lite,720.0,1280.0,16.0,2.0,13.0,1.0,8.0,1.0
966,280.0,2017.0,5.2,0,1,0,1,1,1,4G,4100.0,0,1,LG X venture,1080.0,1920.0,32.0,2.0,16.0,1.0,5.0,1.0
968,180.0,2017.0,5.5,0,1,0,1,0,0,4G,4500.0,0,0,LG X power2,720.0,1280.0,16.0,1.5,13.0,1.0,5.0,1.0
1331,250.0,2018.0,6.0,1,1,0,1,0,0,4G,3500.0,0,0,Samsung Galaxy J8,720.0,1480.0,32.0,3.0,16.0,2.0,16.0,1.0
865,180.0,2014.0,4.7,0,1,0,1,0,0,3G,2000.0,0,0,Lava Iris Pro 30,720.0,1280.0,4.0,1.0,8.0,1.0,3.0,1.0
747,260.0,2014.0,5.0,0,1,1,1,1,0,4G,2600.0,0,0,HTC One (M8 Eye),1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
648,550.0,2016.0,4.2,0,1,0,1,0,0,4G,2530.0,0,0,Gionee W909,720.0,1280.0,64.0,4.0,16.0,1.0,5.0,1.0
1054,170.0,2015.0,5.5,0,1,0,1,1,0,4G,3140.0,0,0,Meizu M1 Metal,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
221,286.38036,2019.0,6.53,0,1,0,1,1,0,4G,5000.0,0,0,vivo Y19,1080.0,2340.0,128.0,4.0,16.0,3.0,16.0,1.0
1679,130.0,2017.0,5.5,0,1,0,1,1,0,4G,3000.0,0,0,ZTE nubia N1 lite,720.0,1280.0,16.0,2.0,8.0,1.0,5.0,1.0
691,320.0,2014.0,5.5,0,1,0,1,1,1,4G,3600.0,0,0,Honor 6 Plus,1080.0,1920.0,16.0,3.0,8.0,1.0,8.0,1.0
1144,300.0,2014.0,5.2,1,0,0,1,1,1,4G,3900.0,1,1,Motorola Moto Maxx,1440.0,2560.0,64.0,3.0,21.0,1.0,2.0,1.0
1701,120.0,2016.0,5.5,0,1,0,1,0,0,4G,3080.0,0,0,ZTE Grand X 3,720.0,1280.0,16.0,2.0,8.0,1.0,2.0,1.0
1168,130.0,2017.0,5.0,0,1,0,1,0,1,4G,2630.0,0,0,Nokia 3,720.0,1280.0,16.0,2.0,8.0,1.0,8.0,1.0
1868,535.0,2015.0,5.7,1,0,0,1,1,1,4G,3000.0,1,0,Samsung Galaxy Note5 (USA) - Samsung Galaxy Note5 - Samsung Galaxy Note5 Duos - Samsung Galaxy S6 edge+ (USA) - Samsung Galaxy S6 edge+ - Samsung Galaxy S6 edge+ Duos,1440.0,2560.0,32.0,4.0,16.0,1.0,5.0,1.0
1875,125.0,2015.0,6.0,0,1,0,1,0,0,3G,3000.0,0,0,BLU Studio XL - Micromax Q391 Canvas Doodle 4,540.0,960.0,8.0,1.0,8.0,1.0,2.0,1.0
1586,290.0,2018.0,6.18,0,1,1,1,1,0,4G,4000.0,0,0,Xiaomi Pocophone F1,1080.0,2246.0,64.0,6.0,12.0,2.0,20.0,1.0
1286,200.0,2015.0,5.0,1,1,0,1,0,0,4G,2500.0,0,0,QMobile Noir X950,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
53,290.0,2019.0,6.26,0,0,0,1,1,0,4G,4000.0,0,0,Huawei nova 5i Pro,1080.0,2340.0,128.0,6.0,48.0,4.0,32.0,1.0
159,260.0,2019.0,6.53,0,1,0,1,1,1,4G,4020.0,0,0,Oppo A9x,1080.0,2340.0,128.0,6.0,48.0,2.0,16.0,1.0
423,330.0,2018.0,6.2,0,1,0,1,1,0,4G,3000.0,1,0,Allview Soul X5 Pro,1080.0,2246.0,32.0,4.0,16.0,2.0,16.0,1.0
187,199.0,2020.0,6.2,0,1,0,1,1,1,4G,3580.0,0,0,Sony Xperia L4,720.0,1680.0,64.0,3.0,13.0,3.0,8.0,1.0
1441,1000.0,2019.0,6.5,1,1,1,0,1,1,4G,3330.0,0,1,Sony Xperia 1,1644.0,3840.0,64.0,6.0,12.0,3.0,8.0,1.0
1154,400.0,2018.0,6.18,0,1,0,1,1,1,4G,3500.0,0,0,Nokia 8.1 (Nokia X7),1080.0,2280.0,64.0,4.0,12.0,2.0,20.0,1.0
1627,250.0,2015.0,5.7,0,0,0,1,1,0,4G,3000.0,0,0,Xiaomi Mi Note Pro,1440.0,2560.0,64.0,4.0,13.0,1.0,4.0,1.0
134,800.0,2019.0,6.67,1,0,1,0,1,1,5G,4085.0,0,0,OnePlus 7T Pro 5G McLaren,1440.0,3120.0,256.0,12.0,48.0,3.0,16.0,1.0
1028,130.0,2018.0,5.7,0,1,0,1,1,0,4G,3300.0,0,0,Meizu M6T,720.0,1440.0,32.0,3.0,13.0,2.0,8.0,1.0
1693,240.0,2016.0,5.5,1,1,1,1,1,1,4G,3250.0,0,0,ZTE Axon 7,1440.0,2560.0,64.0,4.0,20.0,1.0,8.0,1.0
323,267.27772932,2019.0,6.4,1,1,0,1,1,0,4G,6000.0,0,0,Samsung Galaxy M30s,1080.0,2340.0,64.0,4.0,48.0,3.0,16.0,1.0
1746,76.5167,2020.0,5.0,0,1,0,1,0,0,3G,2000.0,0,0,BLU Studio X9 HD - Gigabyte GSmart Classic,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
270,489.0,2019.0,6.39,1,0,1,0,1,0,4G,4000.0,0,0,Xiaomi Black Shark 2 Pro,1080.0,2340.0,128.0,8.0,48.0,2.0,20.0,1.0
905,120.0,2016.0,5.0,0,1,1,1,0,0,4G,2750.0,0,0,Lenovo Vibe K5,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1753,175.0,2015.0,5.0,0,1,0,1,0,0,3G,2100.0,0,0,QMobile Noir X900 - XOLO Play 8X-1100,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
817,110.0,2016.0,5.0,0,1,0,1,0,0,4G,2200.0,0,0,Huawei Y5II,720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
1305,100.0,2018.0,6.2,0,1,0,1,0,0,4G,4230.0,0,0,Realme C1,720.0,1520.0,16.0,2.0,13.0,2.0,5.0,1.0
1791,195.0,2015.0,5.0,0,1,0,1,1,0,4G,2400.0,0,0,QMobile Noir Z8 - ZTE Blade S6,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1454,260.0,2017.0,5.2,0,1,1,1,1,1,4G,2700.0,0,1,Sony Xperia XZ1,1080.0,1920.0,64.0,4.0,19.0,1.0,13.0,1.0
1547,410.0,2016.0,5.7,1,1,0,1,0,0,4G,3000.0,0,0,vivo X6S Plus,1080.0,1920.0,64.0,4.0,16.0,1.0,8.0,1.0
1395,130.0,2015.0,7.0,0,1,0,1,0,0,3G,3600.0,0,0,Samsung Galaxy Tab 3 V,600.0,1024.0,8.0,1.0,2.0,1.0,2.0,1.0
957,410.0,2018.0,6.1,0,1,0,1,1,1,4G,3000.0,1,1,LG G7 ThinQ,1440.0,3120.0,64.0,4.0,16.0,2.0,8.0,1.0
399,150.0,2016.0,5.5,0,1,0,1,0,1,4G,2960.0,0,0,alcatel Pop 4S,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
435,240.0,2015.0,5.0,0,1,0,1,0,0,4G,2100.0,0,0,Allview E4,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1192,210.0,2018.0,6.4,1,1,0,1,1,0,4G,3600.0,0,0,Oppo K1,1080.0,2340.0,64.0,4.0,16.0,2.0,25.0,1.0
1177,500.0,2017.0,6.01,1,0,0,1,1,1,4G,3300.0,0,0,OnePlus 5T,1080.0,2160.0,64.0,6.0,16.0,2.0,16.0,1.0
1688,220.0,2016.0,5.2,0,1,0,1,1,1,4G,3000.0,0,0,ZTE nubia Z11 mini S,1080.0,1920.0,64.0,4.0,23.0,1.0,13.0,1.0
1878,250.0,2014.0,6.0,0,1,0,1,0,0,3G,3300.0,0,0,Asus Zenfone 6 A600CG (2014) - Asus Zenfone 6 A600CG,720.0,1280.0,16.0,2.0,13.0,1.0,2.0,1.0
480,400.0,2017.0,5.5,0,1,1,1,1,1,4G,3300.0,0,0,Asus Zenfone 4 ZE554KL,1080.0,1920.0,64.0,4.0,12.0,2.0,8.0,1.0
12,441.22728132,2020.0,6.53,1,0,0,0,1,1,5G,4000.0,0,0,Honor 30,1080.0,2400.0,128.0,6.0,40.0,4.0,32.0,1.0
126,150.0,2020.0,6.52,0,1,0,1,0,0,4G,4000.0,0,0,Nokia C5 Endi,720.0,1600.0,64.0,3.0,13.0,3.0,8.0,1.0
1776,135.0,2018.0,5.0,0,1,0,1,0,0,4G,2600.0,0,0,Samsung Galaxy J3 (2018) - Samsung Galaxy On5 Pro,720.0,1280.0,16.0,2.0,8.0,1.0,5.0,1.0
1413,440.0,2014.0,4.8,1,1,0,1,1,1,4G,2430.0,0,0,Samsung Galaxy K zoom,720.0,1280.0,8.0,2.0,20.7,1.0,2.0,1.0
332,169.0,2019.0,6.2,0,1,0,1,0,0,4G,4000.0,0,0,Samsung Galaxy A10s,720.0,1520.0,32.0,2.0,13.0,2.0,8.0,1.0
1635,180.0,2015.0,5.5,0,1,0,1,0,0,4G,3200.0,0,0,XOLO Black,1080.0,1920.0,16.0,2.0,13.0,2.0,5.0,1.0
172,129.29,2020.0,6.5,0,1,0,1,0,0,4G,5000.0,0,0,Realme C3 (3 cameras),720.0,1600.0,32.0,2.0,12.0,3.0,5.0,1.0
712,250.0,2017.0,5.7,0,1,0,0,1,1,4G,3000.0,0,0,HTC U Ultra,1440.0,2560.0,64.0,4.0,12.0,1.0,16.0,1.0
1214,400.0,2017.0,5.5,1,1,0,1,1,0,4G,3000.0,0,0,Oppo R11,1080.0,1920.0,128.0,6.0,16.0,2.0,20.0,1.0
274,149.98,2019.0,6.3,0,1,0,1,1,0,4G,4000.0,0,0,Xiaomi Redmi Note 8,1080.0,2340.0,32.0,3.0,48.0,4.0,13.0,1.0
1352,390.0,2017.0,5.8,1,1,0,1,1,1,4G,3000.0,1,1,Samsung Galaxy S8,1440.0,2960.0,64.0,4.0,12.0,1.0,8.0,1.0
1817,305.0,2015.0,5.2,0,1,1,1,1,1,4G,2930.0,0,1,Sony Xperia Z3+ dual - Sony Xperia Z3+,1080.0,1920.0,32.0,3.0,20.7,1.0,5.1,1.0
806,400.0,2016.0,5.5,1,0,1,1,1,1,4G,4000.0,0,0,Huawei Mate 9 Pro,1440.0,2560.0,64.0,4.0,12.0,2.0,8.0,1.0
487,150.0,2017.0,5.0,0,1,0,1,0,0,4G,2650.0,0,0,Asus Zenfone Live ZB501KL,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
209,300.0,2020.0,6.38,1,1,0,1,1,1,4G,4500.0,0,0,vivo X50 Lite,1080.0,2340.0,128.0,8.0,48.0,4.0,16.0,1.0
997,180.0,2015.0,5.7,0,1,0,1,1,1,4G,3000.0,0,0,LG G Stylo,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
726,300.0,2015.0,5.5,0,1,1,1,1,1,4G,3000.0,0,0,HTC One X9,1080.0,1920.0,32.0,3.0,13.0,1.0,5.0,1.0
269,209.9,2019.0,6.53,0,1,0,1,1,1,4G,4500.0,0,0,Xiaomi Redmi Note 8 Pro,1080.0,2340.0,64.0,6.0,64.0,4.0,20.0,1.0
1304,210.0,2018.0,6.3,0,1,0,1,1,0,4G,3500.0,0,0,Realme 2 Pro,1080.0,2340.0,64.0,4.0,16.0,2.0,16.0,1.0
165,493.20001332,2020.0,6.44,1,0,1,0,1,1,5G,4200.0,0,0,Realme X50 Pro Player,1080.0,2400.0,128.0,6.0,48.0,4.0,16.0,2.0
1032,280.0,2018.0,5.99,0,1,0,1,1,0,4G,3360.0,0,0,Meizu E3,1080.0,2160.0,64.0,6.0,12.0,2.0,8.0,1.0
1408,160.0,2014.0,4.5,0,1,0,1,0,1,4G,2100.0,0,0,Samsung Galaxy Avant,540.0,960.0,16.0,1.5,5.0,1.0,0.3,1.0
1198,230.0,2018.0,6.2,0,1,0,1,0,0,4G,4230.0,0,0,Oppo A5,720.0,1520.0,32.0,4.0,13.0,2.0,8.0,1.0
3,304.0,2019.0,5.6,1,0,1,1,1,1,4G,3000.0,0,0,Google Pixel 3a,1080.0,2220.0,64.0,4.0,12.2,1.0,8.0,1.0
136,529.0,2019.0,6.55,1,0,1,0,1,1,4G,3800.0,0,0,OnePlus 7T,1080.0,2400.0,128.0,8.0,48.0,3.0,16.0,1.0
740,360.0,2015.0,5.0,0,1,1,1,1,1,4G,2840.0,0,0,HTC One M9,1080.0,1920.0,32.0,3.0,20.0,1.0,4.0,1.0
310,880.0,2020.0,6.2,1,0,1,0,1,1,5G,4000.0,1,1,Samsung Galaxy S20 5G UW,1440.0,3200.0,128.0,8.0,12.0,3.0,10.0,2.0
220,130.0,2019.0,6.35,0,1,0,1,0,0,4G,5000.0,0,0,vivo Y3 Standard,720.0,1544.0,64.0,3.0,13.0,3.0,8.0,1.0
558,190.92024,2018.0,6.0,0,1,0,1,0,0,4G,4000.0,0,0,BLU Vivo One Plus,720.0,1440.0,16.0,2.0,13.0,1.0,13.0,1.0
1055,390.0,2015.0,5.7,1,1,0,1,1,1,4G,3050.0,0,0,Meizu PRO 5,1080.0,1920.0,32.0,3.0,21.0,1.0,5.0,1.0
1354,220.0,2017.0,5.2,1,1,0,1,1,1,4G,2600.0,0,0,Samsung Galaxy C5 Pro,1080.0,1920.0,64.0,4.0,16.0,1.0,16.0,1.0
1419,380.0,2014.0,5.1,1,1,0,1,1,1,3G,2800.0,1,1,Samsung Galaxy S5 (octa-core),1080.0,1920.0,16.0,2.0,16.0,1.0,2.0,1.0
26,220.0,2019.0,5.7,0,0,0,1,1,0,4G,3075.0,0,0,HTC Exodus 1s,720.0,1440.0,64.0,4.0,13.0,1.0,13.0,1.0
802,450.0,2017.0,5.5,0,1,1,1,1,1,4G,3750.0,0,1,Huawei P10 Plus,1440.0,2560.0,64.0,4.0,12.0,2.0,8.0,1.0
1044,160.0,2016.0,5.0,0,0,0,1,0,0,4G,2760.0,0,0,Meizu U10,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
394,150.0,2017.0,5.0,0,1,0,1,0,0,4G,2460.0,0,0,alcatel A3,720.0,1280.0,16.0,1.5,13.0,1.0,5.0,1.0
960,150.0,2018.0,5.3,0,1,0,1,0,1,4G,3000.0,0,0,LG K10 (2018),720.0,1280.0,32.0,3.0,13.0,1.0,8.0,1.0
1859,300.0,2015.0,5.5,1,1,0,1,1,1,4G,2600.0,0,0,Samsung Galaxy A7 Duos - Samsung Galaxy A7,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
974,350.0,2016.0,5.7,0,1,0,1,1,1,4G,3200.0,0,0,LG V20,1440.0,2560.0,32.0,4.0,16.0,2.0,5.0,1.0
457,130.0,2019.0,6.26,0,1,0,1,0,0,4G,3000.0,0,0,Archos Oxygen 63,720.0,1520.0,64.0,4.0,8.0,2.0,5.0,1.0
502,150.0,2016.0,5.5,0,1,0,1,0,0,4G,3010.0,0,0,Asus Zenfone Go ZB551KL,720.0,1280.0,16.0,2.0,8.0,1.0,5.0,1.0
940,120.0,2014.0,6.0,0,1,0,1,0,0,3G,2500.0,0,0,Lenovo A889,540.0,960.0,8.0,1.0,8.0,1.0,0.3,1.0
715,150.0,2017.0,5.0,0,1,0,1,0,0,4G,3300.0,0,0,HTC Desire 10 Compact,720.0,1280.0,32.0,3.0,13.0,1.0,5.0,1.0
720,200.0,2016.0,5.5,0,1,1,1,1,1,4G,2800.0,0,0,HTC Desire 830,1080.0,1920.0,32.0,3.0,13.0,1.0,4.0,1.0
252,174.35,2020.0,6.53,0,1,0,1,1,1,4G,5020.0,0,1,Xiaomi Redmi Note 9,1080.0,2340.0,64.0,3.0,48.0,4.0,13.0,1.0
908,110.0,2016.0,5.0,0,1,1,1,0,0,4G,2750.0,0,0,Lenovo Lemon 3,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
1600,140.0,2017.0,5.5,0,1,0,1,0,0,4G,3080.0,0,0,Xiaomi Redmi Y1 (Note 5A),720.0,1280.0,32.0,3.0,13.0,1.0,16.0,1.0
581,170.0,2017.0,5.2,0,1,0,1,1,0,4G,3100.0,0,0,BQ Aquaris U2 Lite,720.0,1280.0,16.0,2.0,8.0,1.0,5.0,1.0
357,160.0,2019.0,6.36,0,1,0,1,1,0,4G,4000.0,0,0,Coolpad Legacy,1080.0,2160.0,32.0,3.0,16.0,2.0,13.0,1.0
318,369.99,2019.0,6.7,1,1,0,1,1,1,4G,4500.0,0,0,Samsung Galaxy A71,1080.0,2400.0,128.0,6.0,64.0,4.0,32.0,1.0
494,230.0,2016.0,5.2,0,1,0,1,0,0,4G,4130.0,0,0,Asus Zenfone 3 Max ZC520TL,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1515,700.0,2018.0,6.59,1,0,0,1,1,0,4G,4000.0,0,0,vivo NEX S,1080.0,2316.0,128.0,8.0,12.0,2.0,8.0,1.0
122,165.0,2019.0,6.3,0,1,0,1,1,1,4G,3500.0,0,1,Motorola One Action,1080.0,2520.0,128.0,4.0,12.0,3.0,12.0,1.0
1725,180.0,2014.0,5.0,0,1,0,1,1,0,4G,2300.0,0,0,ZTE nubia Z7 mini,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
687,180.0,2015.0,5.5,0,1,1,1,0,0,4G,3000.0,0,0,Honor 5X,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
580,190.0,2018.0,5.2,0,1,0,1,1,1,4G,3100.0,0,0,BQ Aquaris VS,720.0,1280.0,32.0,3.0,12.0,1.0,8.0,1.0
82,190.09,2020.0,6.55,0,1,0,1,1,1,4G,4000.0,0,0,LG K51S,720.0,1600.0,64.0,3.0,32.0,4.0,13.0,1.0
368,150.0,2019.0,6.52,0,1,0,1,0,1,4G,4000.0,0,0,alcatel 3x (2019),720.0,1600.0,64.0,4.0,16.0,3.0,8.0,1.0
706,130.0,2018.0,5.5,0,1,0,1,0,0,4G,2730.0,0,0,HTC Desire 12,720.0,1440.0,16.0,2.0,13.0,1.0,5.0,1.0
1673,300.0,2017.0,5.5,1,1,0,1,1,0,4G,3630.0,0,0,ZTE nubia M2,1080.0,1920.0,64.0,4.0,13.0,1.0,16.0,1.0
937,430.0,2014.0,6.0,0,0,0,1,1,1,4G,4000.0,0,0,Lenovo Vibe Z2 Pro,1440.0,2560.0,32.0,3.0,16.0,1.0,5.0,1.0
1512,200.0,2018.0,6.22,0,1,0,1,1,0,4G,3260.0,0,0,vivo Y83 Pro,720.0,1520.0,64.0,4.0,13.0,2.0,8.0,1.0
852,122.55,2017.0,5.2,0,1,0,1,1,0,4G,2750.0,0,0,Lava Z90,720.0,1280.0,32.0,3.0,8.0,2.0,8.0,1.0
858,150.0,2015.0,5.0,0,1,0,1,0,0,4G,2900.0,0,0,Lava X10,720.0,1280.0,16.0,3.0,13.0,1.0,5.0,1.0
173,254.54971332,2020.0,6.57,0,0,0,0,1,1,5G,4200.0,0,0,Realme X50 5G,1080.0,2400.0,64.0,6.0,64.0,4.0,16.0,2.0
721,250.0,2016.0,5.2,0,1,1,1,1,1,4G,3000.0,0,0,HTC 10 Lifestyle,1440.0,2560.0,32.0,3.0,12.0,1.0,5.0,1.0
1699,140.0,2016.0,5.5,1,1,0,1,0,0,4G,2540.0,0,0,ZTE Blade A910,720.0,1280.0,16.0,2.0,13.0,1.0,8.0,1.0
276,114.0,2019.0,6.26,0,1,0,1,0,0,4G,4000.0,0,1,Xiaomi Redmi Y3,720.0,1520.0,32.0,3.0,12.0,2.0,32.0,1.0
1281,280.0,2014.0,5.0,0,1,0,1,0,1,3G,2300.0,0,0,Prestigio MultiPhone 7500,1080.0,1920.0,16.0,1.0,13.0,1.0,8.0,1.0
1542,250.0,2016.0,5.5,0,1,0,1,1,0,4G,3000.0,0,0,vivo V5,720.0,1280.0,32.0,4.0,13.0,1.0,20.0,1.0
1434,380.0,2017.0,5.7,0,1,0,1,1,0,4G,3100.0,0,0,Sharp Z3,1440.0,2560.0,64.0,4.0,16.0,1.0,13.0,1.0
1715,300.0,2015.0,5.5,0,1,0,1,1,0,4G,3100.0,0,0,ZTE Grand S3,1080.0,1920.0,16.0,3.0,16.0,1.0,8.0,1.0
1829,150.0,2015.0,5.5,0,1,0,1,0,0,4G,2500.0,0,0,Coolpad Modena - Panasonic Eluga L2,540.0,960.0,8.0,1.0,8.0,1.0,2.0,1.0
441,160.0,2014.0,4.7,0,0,1,1,1,1,4G,2400.0,0,0,Amazon Fire Phone,720.0,1280.0,32.0,2.0,13.0,1.0,2.1,1.0
1390,380.0,2015.0,5.7,1,1,0,1,1,0,4G,3050.0,0,0,Samsung Galaxy A8 Duos,1080.0,1920.0,32.0,2.0,16.0,1.0,5.0,1.0
456,150.0,2019.0,6.85,0,1,0,1,0,0,4G,5000.0,0,0,Archos Oxygen 68XL,640.0,1352.0,32.0,3.0,8.0,2.0,5.0,1.0
1208,280.0,2017.0,6.0,0,1,0,1,1,0,4G,3200.0,0,0,Oppo F5 Youth,1080.0,2160.0,32.0,3.0,13.0,1.0,16.0,1.0
1187,250.0,2019.0,6.53,0,1,0,1,1,0,4G,4020.0,0,0,Oppo F11,1080.0,2340.0,64.0,4.0,48.0,2.0,16.0,1.0
428,180.0,2015.0,5.0,0,1,0,1,0,0,4G,2350.0,0,0,Allview X2 Soul Style,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
5,250.0,2020.0,6.81,0,1,0,1,1,0,5G,4300.0,0,0,Honor Play4,1080.0,2400.0,128.0,8.0,64.0,4.0,16.0,1.0
1139,220.0,2016.0,5.5,1,1,0,0,1,1,4G,2600.0,0,0,Motorola Moto Z,1440.0,2560.0,32.0,4.0,13.0,1.0,5.0,1.0
1065,61.56,2018.0,5.45,0,1,0,1,0,0,4G,5000.0,0,0,Micromax Bharat 5 Infinity,720.0,1440.0,16.0,1.0,5.0,1.0,5.0,1.0
1410,300.0,2014.0,5.1,1,1,0,1,1,1,4G,2800.0,1,1,Samsung Galaxy S5 LTE-A G906S,1440.0,2560.0,16.0,3.0,16.0,1.0,2.0,1.0
1763,95.4984,2018.0,5.0,0,1,0,1,0,0,4G,2000.0,0,0,BLU Studio J8M LTE - Micromax Canvas 5 Lite Q462 - Panasonic P99 - Panasonic Eluga I2 (2016),720.0,1280.0,16.0,2.0,8.0,1.0,5.0,1.0
1895,284.43,2019.0,6.39,1,1,0,1,1,1,4G,4030.0,0,0,Xiaomi Mi 9 Lite - Xiaomi Mi CC9,1080.0,2340.0,64.0,6.0,48.0,3.0,32.0,1.0
1732,150.0,2014.0,4.7,0,1,0,1,0,0,3G,1800.0,0,0,BLU Life Play S - Micromax Canvas Turbo Mini,720.0,1280.0,4.0,1.0,8.0,1.0,5.0,1.0
1329,350.0,2018.0,6.3,1,1,0,1,1,1,4G,3700.0,0,0,Samsung Galaxy A8 Star (A9 Star),1080.0,2220.0,64.0,4.0,24.0,2.0,24.0,1.0
1869,300.0,2014.0,5.7,1,1,0,1,1,1,4G,3220.0,0,0,Samsung Galaxy Note 4 (USA) - Samsung Galaxy Note 4,1440.0,2560.0,32.0,3.0,16.0,1.0,3.7,1.0
810,350.0,2016.0,5.5,0,1,0,1,0,1,4G,3340.0,0,0,Huawei nova plus,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
57,260.0,2019.0,6.4,0,1,0,1,1,0,4G,4000.0,0,0,Huawei nova 5i,1080.0,2310.0,128.0,6.0,24.0,4.0,24.0,1.0
772,250.0,2018.0,6.21,0,1,0,1,1,1,4G,3400.0,0,0,Huawei P smart 2019,1080.0,2340.0,32.0,3.0,13.0,2.0,16.0,1.0
392,265.167,2017.0,5.2,0,1,1,1,1,0,4G,2620.0,0,0,alcatel Idol 5s (USA),1080.0,1920.0,32.0,3.0,12.0,1.0,8.0,1.0
1768,96.9,2018.0,5.0,0,1,0,1,0,0,4G,2500.0,0,0,vivo Y53i - vivo Y53,540.0,960.0,16.0,2.0,8.0,1.0,5.0,1.0
885,130.0,2018.0,5.7,0,1,0,1,1,0,4G,3000.0,0,0,Lenovo K5,720.0,1440.0,32.0,3.0,13.0,2.0,8.0,1.0
139,370.0,2020.0,6.43,1,0,0,0,1,1,5G,4000.0,0,0,Oppo Reno4 5G,1080.0,2400.0,128.0,8.0,48.0,3.0,32.0,2.0
1209,320.0,2017.0,6.0,0,1,0,1,1,0,4G,3200.0,0,0,Oppo F5,1080.0,2160.0,32.0,4.0,16.0,1.0,20.0,1.0
1400,230.0,2014.0,4.5,1,1,0,1,0,1,4G,1900.0,0,0,Samsung Galaxy A3 Duos,540.0,960.0,16.0,1.0,8.0,1.0,5.0,1.0
80,240.0,2020.0,6.5,0,1,1,1,1,1,4G,4000.0,0,0,LG Q51,720.0,1520.0,32.0,3.0,13.0,3.0,13.0,1.0
23,399.99,2019.0,6.26,0,0,0,0,1,1,4G,4000.0,0,0,Honor 20 Pro,1080.0,2340.0,128.0,8.0,48.0,4.0,32.0,1.0
8,140.0,2020.0,6.3,0,1,0,1,0,0,4G,5000.0,0,0,Honor 9A,720.0,1600.0,64.0,3.0,13.0,3.0,8.0,1.0
1827,380.0,2014.0,5.5,0,0,0,1,1,1,3G,2500.0,0,0,Allview X1 Xtreme - BLU Life Pure XL,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
941,120.0,2014.0,7.0,0,1,0,1,0,0,3G,3450.0,0,0,Lenovo A7-50 A3500,800.0,1280.0,8.0,1.0,5.0,1.0,2.0,1.0
1897,409.665,2020.0,6.4,1,0,0,1,1,1,5G,4025.0,0,0,Oppo Find X2 Lite - Oppo Reno3 Youth,1080.0,2400.0,128.0,8.0,48.0,4.0,32.0,1.0
866,280.0,2017.0,5.5,0,0,0,0,1,1,4G,4000.0,0,0,LeEco Le Pro 3 AI Edition,1080.0,1920.0,32.0,4.0,13.0,1.0,8.0,1.0
585,370.0,2017.0,5.2,0,1,0,1,1,1,4G,3100.0,0,0,BQ Aquaris X Pro,1080.0,1920.0,64.0,4.0,12.0,1.0,8.0,1.0
1824,92.065,2020.0,5.45,0,1,0,1,0,0,4G,3020.0,0,0,Honor 9S - Huawei Y5p,720.0,1440.0,32.0,2.0,8.0,1.0,5.0,1.0
70,80.0,2020.0,5.71,0,1,0,1,0,0,4G,3200.0,0,0,Lava Z71,720.0,1520.0,32.0,2.0,13.0,2.0,5.0,1.0
390,190.0,2017.0,5.5,0,1,0,1,0,1,4G,4000.0,0,0,alcatel A7,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
788,170.0,2018.0,5.99,0,1,0,1,0,1,4G,3000.0,0,0,Huawei Y7 Prime (2018),720.0,1440.0,32.0,3.0,13.0,2.0,8.0,1.0
826,400.0,2015.0,6.8,0,1,0,1,1,0,4G,4360.0,0,0,Huawei P8max,1080.0,1920.0,64.0,3.0,13.0,1.0,5.0,1.0
